t1,t2,y
20.063,20.092,-0.7454
20.005,20.024,0.26066
20.001,20.002,-0.047172
20.069,20.096,-0.78001
20.003,20.003,-0.12914
20.057,20.121,0.80376
20.001,20.017,0.13167
20.017,20.061,0.46129
20.083,20.158,0.96192
20.002,20.012,0.17642
20,20.002,0.0063229
20,20.012,0.063187
20.003,20.023,0.21257
20.023,20.048,0.52863
20.003,20.02,0.20125
20.016,20.039,0.44517
20.003,20.001,-0.12957
20.006,20.026,0.29305
20.049,20.059,-0.64661
20.05,20.08,0.75295
20.03,20.042,-0.49662
20.012,20.013,-0.28703
20.02,20.013,-0.39331
20.079,20.148,0.93552
20.044,20.039,-0.61542
20.073,20.076,-0.80427
20.012,20.044,0.38758
20.074,20.066,-0.80795
20.043,20.039,-0.60123
20.003,20.01,0.21411
20.014,20.043,0.41942
20.054,20.098,0.78106
20.003,20.016,0.20528
20.046,20.065,0.72491
20.009,20.03,0.35191
20.027,20.078,0.57
20,20.007,0.073296
20.108,20.131,-0.99111
20.043,20.043,-0.60278
20.003,20.002,-0.12255
20.001,20.006,0.11658
20.008,20.01,-0.22974
20.006,20.031,0.29372
20.002,20.011,0.17135
20.024,20.058,0.53266
20.049,20.058,-0.65073
20,20.005,0.0062293
20.008,20.007,-0.23465
20.082,20.152,0.9544
20.068,20.093,0.87217
20.054,20.13,0.78547
20.003,20.001,-0.11294
20.021,20.067,0.50305
20.059,20.121,0.81881
20.009,20.006,-0.25336
20.067,20.065,-0.76742
20,20.01,0.050242
20.014,20.009,-0.31775
20.042,20.069,0.69881
20.046,20.058,-0.62754
20.04,20.051,-0.58251
20,20.006,0.060862
20.078,20.064,-0.83143
20.033,20.023,-0.51846
20.005,20.036,0.26911
20.069,20.092,-0.77785
20.003,20.029,0.21469
20.053,20.098,0.77952
20.001,20.001,-0.018629
20.018,20.025,-0.37298
20.023,20.056,0.52428
20.074,20.098,0.90905
20.006,20.017,0.29177
20.001,20.002,-0.029361
20.003,20.002,-0.12364
20.046,20.057,-0.62724
20.003,20.002,-0.11373
20.001,20.001,-0.02376
20.045,20.085,0.72226
20.015,20.057,0.43291
20.004,20.011,0.24067
20.076,20.085,-0.82045
20.068,20.08,-0.77648
20.001,20.019,0.15118
20.002,20.002,-0.076685
20,20.006,0.090899
20.095,20.098,-0.92398
20.001,20.021,0.15857
20.005,20.02,0.25796
20.001,20.004,-0.036145
20.053,20.068,-0.67895
20.021,20.073,0.50876
20.029,20.044,0.58699
20.022,20.027,-0.41726
20,20.004,0.015217
20.033,20.029,-0.52402
20.044,20.053,-0.61463
20.032,20.049,0.61739
20.084,20.107,-0.86665
20.044,20.064,-0.60828
20.081,20.16,0.94956
20.001,20.017,0.15018
20.002,20.006,0.16643
20.072,20.103,0.90004
20.072,20.102,-0.79992
20.05,20.121,0.75747
20.054,20.123,0.7829
20.039,20.041,-0.57193
20.051,20.063,-0.6661
20.006,20.03,0.29225
20.048,20.041,-0.63931
20.067,20.072,-0.7669
20.01,20.011,-0.26933
20.006,20.004,-0.19525
20.076,20.105,-0.82038
20.01,20.024,0.36754
20,20.011,0.093788
20.085,20.136,0.97192
20.039,20.061,-0.5745
20.062,20.131,0.83798
20.008,20.035,0.33032
20.019,20.039,0.48696
20.009,20.012,-0.24309
20.001,20.003,-0.050463
20.07,20.098,-0.78748
20.052,20.073,0.76757
20.003,20.001,-0.10979
20.008,20.021,0.33646
20.017,20.046,0.45643
20.023,20.034,-0.42871
20.002,20.008,0.18737
20.01,20.013,-0.25894
20.03,20.087,0.59128
20.082,20.09,-0.85293
20.088,20.147,0.98548
20.025,20.071,0.55206
20.107,20.113,-0.98526
20.053,20.072,0.7779
20.046,20.098,0.72825
20.012,20.043,0.39519
20.052,20.081,0.76998
20.002,20.001,-0.068711
20.01,20.014,-0.25688
20.078,20.088,-0.83396
20.089,20.169,0.99444
20.048,20.089,0.73966
20.11,20.134,-0.99986
20.01,20.043,0.35995
20.007,20.027,0.30976
20.005,20.003,-0.17637
20.001,20.002,-0.047263
20.008,20.008,-0.22346
20.002,20.001,-0.095886
20.099,20.093,-0.94648
20.004,20.004,-0.14943
20.07,20.063,-0.78839
20.093,20.125,-0.91378
20.001,20.004,0.11224
20.003,20.029,0.22257
20.019,20.046,0.47766
20.029,20.037,-0.48616
20.016,20.06,0.45252
20.014,20.049,0.42651
20,20.004,0.007529
20.054,20.1,0.78554
20.026,20.065,0.55877
20.001,20.005,-0.01028
20.023,20.058,0.52301
20.008,20.016,0.33409
20.082,20.117,0.95622
20.067,20.056,-0.76586
20.048,20.071,0.73865
20.001,20.015,0.13571
20.066,20.064,-0.7597
20.079,20.154,0.94066
20.04,20.101,0.67993
20.086,20.097,-0.87537
20.025,20.031,-0.44385
20.006,20.003,-0.18074
20.004,20.03,0.25362
20.062,20.082,0.83821
20.005,20.004,-0.1697
20.014,20.046,0.423
20.08,20.122,0.94175
20.003,20.002,-0.12906
20.005,20.022,0.27076
20.057,20.084,0.80311
20.048,20.09,0.74317
20.059,20.083,-0.71457
20.042,20.059,-0.5988
20.004,20.022,0.24186
20.025,20.054,0.55006
20.031,20.034,-0.50638
20.01,20.014,-0.2611
20.014,20.009,-0.31781
20.002,20.001,-0.087221
20.05,20.043,-0.65835
20.02,20.03,0.49121
20.073,20.077,-0.80404
20.054,20.073,0.78054
20.079,20.094,-0.83581
20.027,20.044,0.56305
20.042,20.076,0.69736
20.002,20.001,-0.098245
20.003,20.014,0.21065
20.012,20.006,-0.29106
20.022,20.064,0.51819
20.002,20.02,0.17888
20.003,20.024,0.22314
20.041,20.088,0.68634
20.002,20,-0.086024
20.051,20.09,0.76558
20.001,20.004,-0.012855
20.004,20.014,0.2457
20.001,20.015,0.12433
20.016,20.056,0.44332
20,20.005,0.09354
20.027,20.042,0.56888
20.003,20.001,-0.10729
20.06,20.09,0.82382
20.077,20.069,-0.82683
20.09,20.124,0.99787
20.017,20.061,0.45516
20.001,20.007,0.11681
20.059,20.056,-0.71435
20.039,20.06,0.67527
20.016,20.037,0.45049
20.005,20.006,-0.16524
20.026,20.034,-0.45366
20.018,20.016,-0.37058
20.002,20.007,0.16339
20.011,20.032,0.37872
20.046,20.113,0.72774
20.04,20.031,-0.57828
20,20.004,0.013503
20.004,20.004,-0.1499
20.033,20.028,-0.5206
20.022,20.067,0.51505
20.029,20.059,0.58382
20.008,20.011,-0.22824
20.017,20.026,-0.36389
20.001,20.002,-0.03815
20.025,20.032,-0.44299
20.054,20.078,-0.68393
20.007,20.006,-0.20918
20.023,20.036,-0.42909
20.032,20.041,-0.5139
20.006,20.025,0.28504
20.075,20.109,0.91385
20.046,20.062,-0.62733
20.059,20.138,0.81903
20.001,20.011,0.13748
20.044,20.045,-0.61297
20.013,20.032,0.40848
20.007,20.02,0.30316
20.015,20.01,-0.33621
20,20.006,0.043137
20.1,20.086,-0.95047
20.101,20.13,-0.95545
20.03,20.071,0.59705
20.07,20.067,-0.78438
20.011,20.049,0.37761
20.025,20.051,0.55005
20.029,20.066,0.58299
20.014,20.027,0.41894
20.071,20.102,0.89308
20.021,20.023,-0.40396
20.089,20.18,0.99164
20.001,20.007,0.10889
20.007,20.023,0.31218
20.071,20.137,0.8907
20.036,20.033,-0.55073
20.083,20.174,0.96304
20.05,20.059,-0.65876
20.069,20.145,0.88212
20.075,20.109,0.91392
20.049,20.042,-0.64997
20.089,20.079,-0.89138
20.027,20.032,-0.46358
20,20.011,0.092019
20.025,20.078,0.55037
20.003,20.019,0.20752
20.018,20.021,-0.36781
20.004,20.001,-0.13329
20.041,20.074,0.68556
20.004,20.025,0.25227
20.026,20.041,-0.4549
20,20.006,0.029069
20.053,20.114,0.7768
20.049,20.07,-0.65141
20.035,20.095,0.64014
20.047,20.067,-0.63762
20.073,20.063,-0.80547
20.097,20.119,-0.93737
20.106,20.126,-0.97965
20.078,20.165,0.93489
20.053,20.08,0.77608
20.09,20.079,-0.90063
20.009,20.044,0.34041
20.082,20.116,0.95324
20.037,20.027,-0.55947
20.078,20.068,-0.83188
20.011,20.015,-0.28227
20.018,20.045,0.46637
20.003,20.012,0.20429
20.002,20.001,-0.097258
20.06,20.125,0.82561
20.109,20.149,-0.99365
20,20.009,0.020159
20.058,20.055,-0.71108
20,20.003,0.0092998
20.001,20.015,0.13643
20.006,20.031,0.28434
20.041,20.038,-0.58613
20.014,20.008,-0.31963
20.016,20.018,-0.34505
20.003,20.021,0.22993
20.002,20.015,0.18238
20.011,20.045,0.37585
20.052,20.068,-0.66712
20.007,20.02,0.30445
20.024,20.042,0.53728
20.007,20.006,-0.20847
20.007,20.006,-0.20747
20.011,20.052,0.38424
20.033,20.038,-0.52465
20.072,20.147,0.89777
20.061,20.051,-0.7285
20,20.006,0.023031
20.094,20.116,-0.91714
20.018,20.029,-0.37518
20.017,20.02,-0.35646
20.072,20.1,0.89664
20.041,20.037,-0.58532
20.001,20.001,-0.021315
20.003,20.001,-0.11065
20.035,20.072,0.6417
20.103,20.123,-0.96504
20.028,20.07,0.57703
20,20.008,0.08158
20.092,20.096,-0.90905
20,20.005,0.027701
20.003,20.001,-0.10875
20.001,20.005,-0.01727
20.008,20.03,0.31978
20,20.002,0.01074
20.019,20.048,0.48372
20.07,20.1,0.8877
20.03,20.058,0.59865
20.003,20.001,-0.12455
20.076,20.084,-0.81937
20.067,20.131,0.86714
20.009,20.012,-0.24325
20.022,20.036,0.51784
20.031,20.054,0.60759
20.031,20.077,0.60847
20.002,20.023,0.19159
20.016,20.015,-0.35003
20.02,20.062,0.4967
20.001,20.002,-0.047056
20,20.009,0.031181
20.001,20.004,-0.039811
20.004,20.002,-0.15197
20.049,20.071,-0.64796
20.024,20.031,-0.43889
20.05,20.114,0.75534
20.049,20.095,0.74771
20.001,20.002,-0.020827
20.003,20.014,0.21256
20.015,20.048,0.43537
20.059,20.058,-0.71995
20.002,20.017,0.16611
20.044,20.042,-0.61
20.085,20.08,-0.87332
20.085,20.11,-0.8722
20.069,20.125,0.87973
20,20.008,0.040369
20.056,20.048,-0.69977
20.006,20.031,0.29318
20.002,20.009,0.16756
20.018,20.014,-0.37533
20.009,20.041,0.34429
20.007,20.006,-0.20589
20.038,20.045,-0.56097
20.033,20.044,-0.51836
20.008,20.012,-0.22725
20.097,20.092,-0.933
20.013,20.015,-0.30655
20.001,20.006,0.10408
20.001,20.006,0.11688
20.084,20.101,-0.86637
20.002,20.006,0.16388
20.001,20.001,-0.048285
20.008,20.025,0.32387
20.027,20.044,0.5722
20.045,20.045,-0.61994
20.076,20.12,0.92302
20,20.013,0.070123
20.061,20.082,0.82904
20.006,20.035,0.29133
20.055,20.077,-0.69306
20.089,20.091,-0.89564
20.104,20.089,-0.9699
20.043,20.043,-0.60727
20,20.011,0.055425
20.057,20.055,-0.70466
20.082,20.068,-0.85373
20.001,20.013,0.10968
20.083,20.139,0.96257
20.053,20.06,-0.67428
20.054,20.074,-0.6868
20.052,20.06,-0.67266
20.08,20.082,-0.84302
20.015,20.028,0.4368
20.003,20.001,-0.10747
20,20.004,0.020239
20.003,20.019,0.21029
20.051,20.073,0.76614
20.065,20.095,-0.75617
20.022,20.025,-0.41949
20.086,20.095,-0.87532
20.058,20.074,-0.71293
20.084,20.081,-0.86407
20.046,20.049,-0.62983
20.024,20.056,0.53735
20.056,20.12,0.79535
20,20.001,0.036543
20.041,20.089,0.68926
20.035,20.047,-0.54249
20.004,20.004,-0.14325
20.01,20.01,-0.26342
20.012,20.031,0.3921
20.07,20.117,0.88876
20.038,20.035,-0.56423
20.021,20.044,0.50601
20,20.01,0.039677
20.022,20.036,0.52015
20.051,20.125,0.76174
20.033,20.031,-0.52504
20.069,20.094,0.87939
20.099,20.107,-0.9457
20.001,20.009,0.12303
20.054,20.121,0.7809
20.051,20.055,-0.66602
20.004,20.004,-0.14951
20.016,20.016,-0.34621
20.001,20.014,0.13518
20.037,20.088,0.65397
20.007,20.004,-0.21664
20.004,20.026,0.2427
20.078,20.113,0.9303
20.037,20.081,0.65694
20.033,20.054,0.6268
20.074,20.1,0.91019
20.047,20.053,-0.63376
20.009,20.023,0.34086
20.018,20.051,0.47119
20.035,20.092,0.6391
20.01,20.031,0.36204
20.015,20.012,-0.33988
20.096,20.121,-0.93062
20.066,20.086,-0.75962
20.024,20.024,-0.43257
20.039,20.058,0.67647
20.057,20.113,0.80271
20.003,20.001,-0.10011
20.086,20.181,0.97707
20.097,20.124,-0.93242
20.045,20.072,0.7189
20,20.007,0.057114
20.081,20.131,0.95092
20.05,20.096,0.75444
20.053,20.078,-0.67733
20.012,20.008,-0.29325
20.087,20.074,-0.88399
20.003,20.001,-0.11177
20.003,20.002,-0.11781
20.016,20.014,-0.3466
20.061,20.083,0.8288
20.001,20.003,-0.010887
20.014,20.053,0.42047
20.008,20.043,0.32928
20.038,20.062,0.66356
20.029,20.03,-0.48393
20.024,20.053,0.53848
20.005,20.002,-0.17887
20.088,20.105,-0.88869
20.048,20.108,0.7413
20.08,20.118,0.9446
20.067,20.091,-0.76605
20,20.006,0.016626
20.022,20.056,0.51113
20.069,20.056,-0.78003
20.097,20.122,-0.93227
20.003,20.001,-0.1178
20.063,20.053,-0.74043
20.08,20.15,0.9432
20.069,20.152,0.88031
20.067,20.097,0.86624
20.084,20.176,0.96752
20.012,20.033,0.38607
20.013,20.034,0.40495
20.01,20.015,-0.25738
20.085,20.082,-0.87179
20.003,20.001,-0.1131
20,20.004,0.085975
20,20.012,0.080324
20.028,20.045,0.57257
20.003,20.018,0.20282
20.071,20.149,0.89403
20.005,20.02,0.26244
20.05,20.12,0.75767
20.065,20.084,-0.75463
20.034,20.084,0.6271
20.082,20.109,0.95521
20.035,20.051,-0.53751
20.06,20.124,0.82547
20.009,20.025,0.35274
20.016,20.042,0.45013
20.011,20.027,0.37158
20.03,20.074,0.59344
20,20.002,0.059254
20.021,20.074,0.50928
20,20.006,0.0071084
20.059,20.095,0.81408
20.065,20.073,-0.75278
20.043,20.112,0.70445
20.049,20.072,-0.64991
20.023,20.064,0.52833
20.002,20.001,-0.081335
20.003,20.015,0.21213
20.011,20.012,-0.27192
20.006,20.005,-0.19611
20.017,20.051,0.46015
20.074,20.151,0.91026
20.05,20.074,0.7576
20.003,20.029,0.21946
20.079,20.162,0.93553
20.005,20.025,0.26828
20.026,20.059,0.55453
20.056,20.114,0.79701
20.036,20.045,-0.54687
20.072,20.068,-0.79747
20.037,20.09,0.65652
20.004,20.003,-0.15106
20.017,20.065,0.45419
20.068,20.089,0.8735
20.021,20.019,-0.40694
20.018,20.012,-0.3756
20,20.006,0.099393
20.001,20.009,0.10516
20.006,20.029,0.2808
20.002,20.009,0.1933
20.053,20.071,-0.67765
20.005,20.005,-0.16418
20.01,20.007,-0.26189
20.079,20.074,-0.83947
20.034,20.025,-0.52738
20.088,20.15,0.98868
20.059,20.116,0.81861
20.028,20.045,0.58157
20.061,20.048,-0.72971
20.001,20.005,0.10068
20.089,20.084,-0.89232
20.009,20.048,0.35311
20.036,20.072,0.64456
20.06,20.131,0.8228
20.057,20.082,-0.70559
20.02,20.032,-0.39028
20.026,20.066,0.55974
20.001,20.005,-0.025543
20,20.013,0.098348
20.05,20.1,0.75643
20.086,20.173,0.97658
20.102,20.092,-0.9617
20.012,20.015,-0.29735
20,20.01,0.069294
20.02,20.042,0.49564
20.079,20.127,0.94003
20.012,20.045,0.39029
20.026,20.038,-0.45346
20.073,20.136,0.90228
20.059,20.134,0.81534
20.002,20.001,-0.085151
20.018,20.029,0.46634
20.001,20.006,0.11648
20.088,20.166,0.98779
20.008,20.004,-0.2214
20.051,20.118,0.76337
20.054,20.127,0.78654
20.008,20.006,-0.228
20.017,20.037,0.4551
20.06,20.141,0.8253
20.058,20.079,0.80825
20.079,20.086,-0.8371
20.097,20.089,-0.93332
20.001,20.019,0.14482
20.106,20.121,-0.98142
20.043,20.043,-0.60334
20.102,20.115,-0.95864
20.029,20.044,0.58454
20.045,20.066,-0.61834
20.073,20.138,0.90417
20.024,20.08,0.54045
20.034,20.094,0.63315
20.004,20.004,-0.1479
20.02,20.033,-0.39956
20.01,20.024,0.36058
20.045,20.063,0.71703
20.048,20.111,0.74359
20.056,20.084,0.79412
20.041,20.071,0.68717
20.001,20.001,-0.029698
20.001,20.002,-0.022919
20.085,20.103,-0.86933
20.002,20.001,-0.086038
20.002,20.012,0.19111
20.069,20.071,-0.77983
20.013,20.008,-0.31243
20.027,20.044,-0.47187
20.001,20.013,0.16036
20.003,20.002,-0.12922
20.005,20.006,-0.1698
20.089,20.095,-0.89157
20.028,20.039,-0.48061
20.032,20.039,-0.51164
20.014,20.028,0.41819
20.007,20.014,0.3177
20.066,20.078,-0.76164
20.063,20.09,-0.74156
20.08,20.105,-0.84406
20.018,20.036,0.47048
20.001,20.017,0.1123
20.038,20.095,0.66874
20.07,20.099,-0.78775
20.029,20.044,-0.48688
20.089,20.114,-0.89175
20.007,20.026,0.31311
20.025,20.039,-0.44513
20.014,20.046,0.41826
20.062,20.056,-0.73941
20,20.01,0.047995
20.092,20.109,-0.90822
20.072,20.081,-0.79739
20.002,20.001,-0.06213
20.014,20.033,0.42129
20.003,20.024,0.20269
20.041,20.053,-0.59017
20.004,20.021,0.23757
20.012,20.046,0.3983
20.018,20.016,-0.37034
20.032,20.044,0.60958
20.048,20.037,-0.64396
20.032,20.044,-0.51739
20.002,20.01,0.18946
20.047,20.089,0.73647
20.035,20.07,0.63734
20.002,20.015,0.18017
20.109,20.1,-0.99542
20.071,20.137,0.88906
20.029,20.068,0.58495
20.007,20.004,-0.20134
20.049,20.102,0.7469
20.009,20.018,0.34879
20.032,20.023,-0.51527
20.051,20.062,-0.66311
20.045,20.061,0.72225
20.016,20.013,-0.34672
20.016,20.018,-0.3497
20.006,20.004,-0.19965
20.023,20.055,0.52701
20.052,20.066,-0.67186
20.011,20.031,0.37658
20.006,20.018,0.28663
20.035,20.071,0.64271
20.009,20.011,-0.24291
20.068,20.098,-0.7762
20.045,20.084,0.71897
20.014,20.025,0.42637
20.001,20.004,0.15002
20.019,20.068,0.48228
20.021,20.062,0.50734
20.001,20.008,0.11018
20.031,20.064,0.60182
20.009,20.039,0.34069
20,20.004,0.070215
20.011,20.05,0.37185
20.074,20.144,0.91037
20.004,20.019,0.2555
20.035,20.054,0.63826
20.045,20.038,-0.62207
20.021,20.054,0.50295
20.037,20.04,-0.55684
20.005,20.002,-0.1671
20.029,20.087,0.58175
20.007,20.003,-0.20008
20.092,20.103,-0.90978
20.042,20.06,-0.59791
20.093,20.127,-0.91427
20.005,20.02,0.27833
20.03,20.032,-0.49648
20.005,20.006,-0.16023
20.05,20.054,-0.65633
20.052,20.102,0.76891
20.014,20.021,-0.31797
20.041,20.037,-0.58975
20.029,20.079,0.59077
20.1,20.134,-0.95106
20.094,20.093,-0.92044
20,20.009,0.059637
20.067,20.104,0.86673
20.003,20.012,0.20443
20.003,20.014,0.20235
20.006,20.015,0.28773
20.063,20.117,0.84386
20.038,20.031,-0.56149
20.052,20.08,0.76981
20.091,20.106,-0.90236
20.033,20.083,0.62408
20.097,20.128,-0.93482
20.005,20.006,-0.16992
20.002,20.015,0.18933
20.043,20.054,-0.60641
20.03,20.063,0.59218
20.04,20.029,-0.57802
20.049,20.059,-0.65117
20.003,20.022,0.22768
20.069,20.141,0.88211
20.008,20.042,0.32313
20.039,20.044,-0.5702
20.061,20.138,0.82718
20.009,20.007,-0.23961
20.096,20.118,-0.93004
20.036,20.028,-0.54531
20.058,20.106,0.81377
20.048,20.109,0.73798
20.002,20.017,0.16494
20.001,20.006,0.12157
20.11,20.094,-0.99782
20.064,20.063,-0.74628
20.039,20.028,-0.57072
20.037,20.055,0.65364
20.008,20.004,-0.22477
20.017,20.015,-0.36385
20.028,20.038,-0.47644
20.021,20.016,-0.40695
20.004,20.002,-0.14364
20.044,20.043,-0.61519
20.001,20.018,0.13496
20.007,20.016,0.31533
20.011,20.051,0.37116
20.012,20.017,-0.29252
20.075,20.16,0.91358
20.032,20.039,-0.51252
20.02,20.069,0.49654
20.008,20.006,-0.21954
20.041,20.104,0.68951
20.01,20.012,-0.25603
20.014,20.056,0.41521
20.013,20.014,-0.30869
20.05,20.086,0.75432
20.021,20.065,0.50106
20.004,20.002,-0.13115
20.006,20.007,-0.19868
20.009,20.015,-0.25412
20.003,20.001,-0.1135
20.009,20.006,-0.23939
20.082,20.105,-0.85458
20.003,20.001,-0.11944
20.003,20.029,0.21305
20.02,20.018,-0.39043
20.006,20.008,-0.18671
20.072,20.08,-0.79798
20.001,20.002,-0.04624
20.022,20.016,-0.41518
20.103,20.143,-0.96743
20.052,20.106,0.76883
20.04,20.057,-0.57938
20.01,20.04,0.36729
20.055,20.061,-0.69122
20.081,20.169,0.94863
20,20.008,0.0053247
20.054,20.086,0.78282
20.016,20.029,0.45298
20.001,20.001,-0.0056407
20.003,20.02,0.21443
20.013,20.015,-0.30142
20,20.006,0.052429
20.03,20.079,0.59383
20.025,20.021,-0.45265
20.022,20.034,-0.41463
20.013,20.007,-0.3037
20.049,20.081,0.75195
20.075,20.098,-0.81336
20.041,20.048,-0.58664
20.02,20.014,-0.39448
20.012,20.017,-0.29696
20.017,20.031,0.4535
20.052,20.114,0.77265
20.09,20.094,-0.89615
20.08,20.098,-0.84288
20.104,20.104,-0.97103
20.044,20.037,-0.61332
20.099,20.127,-0.94742
20.002,20.002,-0.062468
20.032,20.037,-0.51323
20.063,20.117,0.83983
20.015,20.029,0.43167
20.001,20.002,-0.022709
20.08,20.065,-0.84385
20,20.01,0.060132
20.008,20.042,0.3321
20.003,20.015,0.21543
20.005,20.005,-0.1609
20.069,20.066,-0.7784
20.034,20.064,0.63323
20.031,20.027,-0.50139
20,20.004,0.018357
20.031,20.091,0.60827
20,20.004,0.01966
20.02,20.02,-0.3946
20.046,20.101,0.72385
20.088,20.078,-0.88521
20.017,20.052,0.46151
20.057,20.11,0.80176
20.002,20,-0.071913
20.001,20.001,-0.061272
20.055,20.064,-0.69237
20.076,20.121,0.92359
20.05,20.097,0.75251
20.001,20.004,-0.022741
20.006,20.004,-0.18585
20.064,20.074,-0.74685
20.064,20.11,0.85085
20.108,20.142,-0.98884
20.046,20.057,-0.62722
20.016,20.018,-0.35188
20.09,20.11,-0.89963
20.058,20.058,-0.71093
20.017,20.051,0.45874
20.001,20.001,-0.035441
20.014,20.022,-0.32387
20.033,20.046,-0.52647
20.002,20.001,-0.098274
20.046,20.04,-0.6291
20.016,20.01,-0.35149
20.027,20.019,-0.47206
20.037,20.08,0.66015
20.012,20.039,0.39272
20.015,20.017,-0.33293
20.001,20.018,0.16046
20.023,20.015,-0.42432
20.027,20.037,-0.47206
20.028,20.04,-0.4802
20.009,20.027,0.35416
20,20.007,0.039653
20.08,20.078,-0.84649
20.088,20.122,-0.88831
20.029,20.019,-0.48254
20.003,20.002,-0.12015
20.023,20.036,-0.43142
20.01,20.023,0.35754
20.072,20.127,0.89916
20.025,20.074,0.54791
20.005,20.018,0.27228
20.021,20.037,0.50716
20.02,20.06,0.49363
20.002,20.011,0.17206
20.025,20.051,0.54611
20.007,20.009,-0.21502
20.003,20.028,0.21058
20.031,20.038,-0.50513
20.022,20.032,-0.4196
20.102,20.109,-0.96133
20.013,20.018,-0.30538
20.059,20.057,-0.71641
20.005,20.005,-0.17693
20.056,20.069,-0.69386
20.037,20.058,0.65802
20.019,20.055,0.4784
20.073,20.083,-0.80226
20.035,20.073,0.64127
20.036,20.037,-0.54578
20.07,20.075,-0.78612
20.008,20.035,0.32555
20.074,20.133,0.90915
20.034,20.089,0.62913
20.004,20.033,0.24651
20.016,20.02,-0.34346
20.025,20.037,-0.44526
20.004,20.001,-0.13125
20.012,20.008,-0.29941
20.05,20.125,0.75552
20.108,20.116,-0.98769
20.012,20.029,0.3929
20.014,20.012,-0.32387
20.02,20.02,-0.39003
20.006,20.025,0.2962
20.063,20.081,0.84229
20.054,20.115,0.78615
20.089,20.132,0.99436
20.082,20.101,-0.85423
20.063,20.083,-0.74076
20.083,20.145,0.96314
20.076,20.109,-0.81952
20.011,20.03,0.37232
20.065,20.089,0.85793
20.059,20.082,-0.71637
20.052,20.071,0.76883
20.102,20.137,-0.96048
20.014,20.016,-0.31463
20.033,20.042,-0.52339
20.085,20.134,0.96913
20.042,20.083,0.6932
20.029,20.056,0.58902
20.057,20.104,0.80056
20.026,20.043,0.56021
20.039,20.08,0.67302
20.017,20.024,-0.35781
20.019,20.054,0.48549
20.008,20.027,0.32899
20.022,20.018,-0.42163
20.014,20.009,-0.32526
20.059,20.101,0.81727
20.097,20.124,-0.9355
20.012,20.029,0.39272
20.04,20.055,-0.58246
20.036,20.077,0.6483
20.038,20.055,-0.56354
20.072,20.071,-0.80072
20.004,20.015,0.23901
20.071,20.087,-0.79237
20.03,20.078,0.59812
20.057,20.076,0.80585
20.018,20.026,-0.37497
20.024,20.022,-0.43682
20.107,20.114,-0.98644
20.001,20.005,-0.0082567
20.086,20.178,0.97696
20.018,20.059,0.47588
20.019,20.02,-0.37856
20.003,20.009,0.20082
20.027,20.052,0.56336
20.069,20.077,-0.77693
20.001,20.019,0.15866
20.048,20.063,0.74074
20.011,20.029,0.37955
20.032,20.038,-0.51406
20.014,20.016,-0.31456
20,20.01,0.09088
20.084,20.07,-0.86485
20.005,20.004,-0.1791
20.033,20.048,-0.52498
20.001,20.002,-0.022053
20.032,20.048,0.61213
20.009,20.013,-0.2443
20,20.005,0.035956
20.074,20.091,-0.8108
20.059,20.095,0.81819
20.04,20.047,-0.58474
